hHostNameFinal,hOrder,hFamily,hGenus,hSpecies,hMarOTerr,hWildDomFAO,hAllZACites,hDiseaseZACites,hHuntedIUCN,hArtfclHbttUsrIUCN,IUCN_Species_ID,Authority,Synonyms,Common_names_Eng,Common_names_Fre,Common.names_Spa,RedList_status,RedList_criteria,RedList_criteria_version,Year_assessed,Population_trend,,,,,,,,,,,,,,
Macaca_ochreata,PRIMATES,CERCOPITHECIDAE,Macaca,ochreata,Terrestrial,wild,20,2,1,1,12557,"(Ogilby, 1841)",NA,Booted Macaque,NA,Macaca Crestada De Sulawesi,VU,A3c,3.1,2008,decreasing,,,,,,,,,,,,,,
Macaca_radiata,PRIMATES,CERCOPITHECIDAE,Macaca,radiata,Terrestrial,wild,447,71,1,1,12558,"(_. Geoffroy, 1812)",NA,Bonnet Macaque,"Macaque Bonnet Chinois, Macaque Commun",Macaca De Madras,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Macaca_silenus,PRIMATES,CERCOPITHECIDAE,Macaca,silenus,Terrestrial,wild,232,15,1,1,12559,"(Linnaeus, 1758)",Macaca albibarbatus  |Macaca ferox  |Macaca veter  |Macaca vetulus,"Lion-tailed Macaque, Liontail Macaque, Wanderoo","Macaque è Queue De Lion, Macaque Ouand_rou, Ouand_rou","Macaca Leonina, Macaco Barbudo",EN,C2a(i),3.1,2008,decreasing,,,,,,,,,,,,,,
Macaca_sinica,PRIMATES,CERCOPITHECIDAE,Macaca,sinica,Terrestrial,wild,96,18,1,1,12560,"(Linneaus, 1771)",Macaca audeberti  |Macaca inaurea  |Macaca longicaudata  |Macaca pileatus,Toque Macaque,"Macaque Couronn_, Macaque Toque",Macaca De Sri Lanka,EN,A2cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Macaca_sylvanus,PRIMATES,CERCOPITHECIDAE,Macaca,sylvanus,Terrestrial,wild,282,16,1,0,12561,"(Linnaeus, 1758)",Macaca sylvana  |Macaca sylvana,"Barbary Ape, Barbary Macaque","Macaque De Gibraltar, Magot, Magot Commun","Mona De Berberêa, MONA DE BERBERêA, Mona De Gibraltar, MONA DE GIBRALTAR, Mono De Berberea, Mono De Gibraltar",EN,A2bcd+4bcd,3.1,2008,decreasing,,,,,,,,,,,,,,
Macaca_tonkeana,PRIMATES,CERCOPITHECIDAE,Macaca,tonkeana,Terrestrial,wild,95,8,1,1,12563,"(Meyer, 1899)",Macaca hypomelanus  |Macaca togeanus  |Macaca tonsus,"Tonkean Black Macaque, Tonkean Macaque",Macaque De Tonkea,Macaca De Tonkean,VU,A2cd+3cd+4cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Macroglossus_minimus,CHIROPTERA,PTEROPODIDAE,Macroglossus,minimus,Terrestrial,wild,41,9,0,1,12594,"(_. Geoffroy, 1810)",NA,"Dagger-toothed Long-nosed Fruit Bat, Lesser Long-tongued Fruit Bat, Lesser Long-tongued Frut Bat",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Macropus_agilis,DIPROTODONTIA,MACROPODIDAE,Macropus,agilis,Terrestrial,wild,101,401,0,0,40560,"(Gould, 1842)",NA,Agile Wallaby,NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Macropus_fuliginosus,DIPROTODONTIA,MACROPODIDAE,Macropus,fuliginosus,Terrestrial,wild,286,68,0,1,40563,"(Desmarest, 1817)",NA,"Kangaroo Island Western Grey Kangaroo, Western Gray Kangaroo, Western Grey Kangaroo",NA,NA,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Macropus_giganteus,DIPROTODONTIA,MACROPODIDAE,Macropus,giganteus,Terrestrial,wild,517,99,1,1,41513,"Shaw, 1790",NA,Eastern Grey Kangaroo,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Macropus_parma,DIPROTODONTIA,MACROPODIDAE,Macropus,parma,Terrestrial,wild,91,24,0,0,12627,"Waterhouse, 1845",NA,Parma Wallaby,NA,NA,NT,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Macropus_robustus,DIPROTODONTIA,MACROPODIDAE,Macropus,robustus,Terrestrial,wild,258,56,0,1,40565,"Gould, 1841",NA,"Barrow Island Euro, Common Wallaroo, Euro, Hill Wallaroo",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Macropus_rufogriseus,DIPROTODONTIA,MACROPODIDAE,Macropus,rufogriseus,Terrestrial,wild,266,78,0,1,40566,"(Desmarest, 1817)",NA,"Bennett's Wallaby, Red-necked Wallaby",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Macropus_rufus,DIPROTODONTIA,MACROPODIDAE,Macropus,rufus,Terrestrial,wild,474,70,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
Macrotus_californicus,CHIROPTERA,PHYLLOSTOMIDAE,Macrotus,californicus,Terrestrial,wild,50,7,0,1,12652,"Baird, 1858",NA,"California Leaf-nosed Bat, Californian Leaf-nosed Bat",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Madromys_blanfordi,RODENTIA,MURIDAE,Madromys,blanfordi,Terrestrial,wild,2,1,0,0,5512,"(Thomas, 1881)",Cremnomys blanfordi  |Mus blanfordi  |Rattus blanfordi,"Blanford's Rat, Blanfords Rat, White-tailed Wood Rat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Mandrillus_leucophaeus,PRIMATES,CERCOPITHECIDAE,Mandrillus,leucophaeus,Terrestrial,wild,77,17,1,0,12753,"(F. Cuvier, 1807)",NA,Drill,NA,Dril,EN,A2cd,3.1,2008,unknown,,,,,,,,,,,,,,
Mandrillus_sphinx,PRIMATES,CERCOPITHECIDAE,Mandrillus,sphinx,Terrestrial,wild,149,17,1,0,12754,"(Linnaeus, 1758)",Mandrillus sphinx subspecies insularis|Mandrillus sphinx subspecies madarogaster,Mandrill,NA,Mandril,VU,A2cd,3.1,2008,unknown,,,,,,,,,,,,,,
Marmosa_murina,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosa,murina,Terrestrial,wild,39,12,0,1,40505,"Linnaeus, 1758",NA,"Linnaeus's Mouse Opossum, Murine Mouse Opossum",Opossum-souris Commun,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Marmota_flaviventris,RODENTIA,SCIURIDAE,Marmota,flaviventris,Terrestrial,wild,264,10,0,0,42457,"(Audubon & Bachman, 1841)",NA,Yellow-bellied Marmot,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Marmota_monax,RODENTIA,SCIURIDAE,Marmota,monax,Terrestrial,wild,474,143,0,1,42458,"(Linnaeus, 1758)",NA,Woodchuck,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Martes_foina,CARNIVORA,MUSTELIDAE,Martes,foina,Terrestrial,wild,526,86,1,1,29672,"(Erxleben, 1777)",NA,"Beech Marten, Pallas's Cat, Stone Marten, STONE MARTEN","Fouine, FOUINE","Gardu_a, GARDU_A",LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Martes_pennanti,CARNIVORA,MUSTELIDAE,Martes,pennanti,Terrestrial,wild,325,28,1,0,41651,"(Erxleben, 1777)",NA,Fisher,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Mastomys_coucha,RODENTIA,MURIDAE,Mastomys,coucha,Terrestrial,wild,138,60,0,1,12865,"(Smith, 1834)",NA,"Southern African Mastomys, Southern Multimammate Mouse",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Mastomys_erythroleucus,RODENTIA,MURIDAE,Mastomys,erythroleucus,Terrestrial,wild,97,33,0,1,12866,"(Temminck, 1853)",NA,"Guinea Multimammate Mouse, Reddish-white Mastomys",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Mastomys_huberti,RODENTIA,MURIDAE,Mastomys,huberti,Terrestrial,wild,51,13,0,1,45061,"(Wroughton, 1909)",NA,"Hubert's Mastomys, Huberts Mastomys",NA,NA,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Mastomys_natalensis,RODENTIA,MURIDAE,Mastomys,natalensis,Terrestrial,wild,537,287,0,1,12868,"(Smith, 1834)",Mastomys hildebrandtii  |Myomys fumatus,"Natal Mastomys, Natal Multimammate Mouse",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Mazama_gouazoubira,CETARTIODACTYLA,CERVIDAE,Mazama,gouazoubira,Terrestrial,wild,78,10,1,1,29620,"(G. Fischer [von Waldheim], 1814)",Mazama gouazipira,"Brown Brocket, Gray Brocket",NA,"Cabra Silvestre, Corzuela Com_n, Corzuela Parda, Guazu, Guazu Vir_",LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Megaderma_lyra,CHIROPTERA,MEGADERMATIDAE,Megaderma,lyra,Terrestrial,wild,177,15,0,1,12938,"_. Geoffroy, 1810",Encheira lyra subspecies caurina|Megaderma lyra subspecies caurina|Megaderma schistacea  |Megaderma spectrum  |Vespertilio carnatica,"Greater False Vampire, Greater False Vampire Bat, Indian False Vampire Bat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Megadontomys_nelsoni,RODENTIA,CRICETIDAE,Megadontomys,nelsoni,Terrestrial,wild,4,1,0,0,12941,"(Merriam, 1898)",NA,Nelson's Giant Deer Mouse,NA,NA,EN,B1ab(iii),3.1,2008,decreasing,,,,,,,,,,,,,,
Melanomys_caliginosus,RODENTIA,CRICETIDAE,Melanomys,caliginosus,Terrestrial,wild,9,2,0,1,13046,"(Tomes, 1860)",NA,Dusky Rice Rat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Meles_meles,CARNIVORA,MUSTELIDAE,Meles,meles,Terrestrial,wild,1838,423,1,1,29673,"(Linnaeus, 1758)",NA,"Badger, Eurasian Badger","Blaireau Europ_en, BLAIREAU EUROP_EN","Tej_n, TEJîN",LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Mellivora_capensis,CARNIVORA,MUSTELIDAE,Mellivora,capensis,Terrestrial,wild,102,9,1,0,41629,"(Schreber, 1776)",NA,Honey Badger,NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Melogale_moschata,CARNIVORA,MUSTELIDAE,Melogale,moschata,Terrestrial,wild,28,7,1,1,41626,"(Gray, 1831)",NA,"Chinese Ferret-badger, Small-toothed Ferret-badger",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Mephitis_mephitis,CARNIVORA,MEPHITIDAE,Mephitis,mephitis,Terrestrial,wild,538,246,1,1,41635,"(Schreber, 1776)",NA,Striped Skunk,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Meriones_hurrianae,RODENTIA,MURIDAE,Meriones,hurrianae,Terrestrial,wild,179,10,1,0,13163,"Jordon, 1867",NA,"Indian Desert Gerbil, Indian Desert Jird",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Meriones_libycus,RODENTIA,MURIDAE,Meriones,libycus,Terrestrial,wild,217,68,0,1,13164,"Lichtenstein, 1823",Meriones erythrourus  |Meriones erythrourus,Libyan Jird,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Mesocricetus_auratus,RODENTIA,CRICETIDAE,Mesocricetus,auratus,Terrestrial,wild,1048,368,1,1,13219,"(Waterhouse, 1839)",NA,Golden Hamster,NA,NA,VU,B1ab(iii),3.1,2008,decreasing,,,,,,,,,,,,,,
Metachirus_nudicaudatus,DIDELPHIMORPHIA,DIDELPHIDAE,Metachirus,nudicaudatus,Terrestrial,wild,92,15,0,1,40509,"(_. Geoffroy, 1803)",NA,Brown Four-eyed Opossum,Opossum brun _ quatre yeux,Cuica Com_n,LC,NA,3.1,2011,stable,,,,,,,,,,,,,,
Mico_leucippe,PRIMATES,CALLITRICHIDAE,Mico,leucippe,Terrestrial,wild,2,1,1,0,39912,"(Thomas, 1922)",Callithrix argentata subspecies leucippe|Callithrix leucippe,Golden-white Bare-ear Marmoset,NA,Sag_i-branco,VU,A2c,3.1,2008,decreasing,,,,,,,,,,,,,,
Micromys_minutus,RODENTIA,MURIDAE,Micromys,minutus,Terrestrial,wild,508,73,0,1,13373,"(Pallas, 1771)",NA,"Eurasian Harvest Mouse, Harvest Mouse",Rat Des Moissons,Rat_n Espiguero,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Micronycteris_megalotis,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,megalotis,Terrestrial,wild,53,7,0,1,13379,"(Gray, 1842)",NA,Little Big-eared Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Micropteropus_pusillus,CHIROPTERA,PTEROPODIDAE,Micropteropus,pusillus,Terrestrial,wild,32,7,0,1,13402,"(Peters, 1867)",NA,Peter's Dwarf Epauletted Fruit Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Microtus_agrestis,RODENTIA,CRICETIDAE,Microtus,agrestis,Terrestrial,wild,1548,223,0,1,13426,"(Linnaeus, 1761)",NA,Field Vole,Campagnol Agreste,Topillo Agreste,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Microtus_arvalis,RODENTIA,CRICETIDAE,Microtus,arvalis,Terrestrial,wild,2192,480,0,1,13488,"(Pallas, 1778)",Microtus obscurus  |Microtus obscurus  |Microtus obscurus,Common Vole,Campagnol Des Champs,Topillo Campesino,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Microtus_californicus,RODENTIA,CRICETIDAE,Microtus,californicus,Terrestrial,wild,233,36,0,0,13427,"(Peale, 1848)",NA,"Amargosa Vole, California Vole",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Microtus_fortis,RODENTIA,CRICETIDAE,Microtus,fortis,Terrestrial,wild,155,61,0,0,13430,"B_chner, 1889",Microtus michnoi  |Microtus pelliceus  |Microtus uliginosus,Reed Vole,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Microtus_gregalis,RODENTIA,CRICETIDAE,Microtus,gregalis,Terrestrial,wild,151,23,0,1,13431,"(Pallas, 1779)",NA,Narrow-headed Vole,NA,Topillo De Monta_a,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Microtus_levis,RODENTIA,CRICETIDAE,Microtus,levis,Terrestrial,wild,32,5,0,1,13454,"Miller, 1908",Microtus epiroticus  |Microtus epiroticus  |Microtus epiroticus  |Microtus rossiaemeridionalis  |Microtus rossiaemeridionalis  |Microtus rossiaemeridionalis  |Microtus subarvalis  |Microtus subarvalis  |Microtus subarvalis,"East European Vole, Sibling Vole",Campagnol D'Ondrias,Topillo Griego,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Microtus_maximowiczii,RODENTIA,CRICETIDAE,Microtus,maximowiczii,Terrestrial,wild,34,7,0,0,13442,"(Schrenk, 1859)",Microtus michnoi subspecies ungurensis,Maximowicz's Vole,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Microtus_ochrogaster,RODENTIA,CRICETIDAE,Microtus,ochrogaster,Terrestrial,wild,863,51,0,1,42631,"(Wagner, 1842)",NA,Prairie Vole,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Microtus_oeconomus,RODENTIA,CRICETIDAE,Microtus,oeconomus,Terrestrial,wild,839,114,0,1,13451,"(Pallas, 1776)",NA,"Root Vole, Tundra Vole","Campagnol Nordique, CAMPAGNOL NORDIQUE","Topillo N_rdico, TOPILLO NîRDICO",LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Microtus_pennsylvanicus,RODENTIA,CRICETIDAE,Microtus,pennsylvanicus,Terrestrial,wild,1336,149,0,1,13452,"(Ord, 1815)",NA,"Chihuahua Vole, Meadow Vole",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Microtus_subterraneus,RODENTIA,CRICETIDAE,Microtus,subterraneus,Terrestrial,wild,239,46,0,1,13489,"(de Selys-Longchamps, 1836)",Microtus majori  |Microtus majori  |Microtus majori,"Common Pine Vole, European Pine Vole",Campagnol Souterrain,Topillo Europeo,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Millardia_meltada,RODENTIA,MURIDAE,Millardia,meltada,Terrestrial,wild,98,27,0,1,13525,"(Gray, 1837)",Golunda meltada  |Millardia meltada subspecies dunni|Millardia meltada subspecies pallidor|Mus comberi  |Mus lanuginosus  |Mus listoni  |Rattus meltada subspecies meltada|Rattus meltada subspecies pallidor,"Soft-furred Field Rat, Soft-furred Metad, Soft-furred Rat",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Mimon_crenulatum,CHIROPTERA,PHYLLOSTOMIDAE,Mimon,crenulatum,Terrestrial,wild,35,8,0,1,13560,"(æ. Geoffroy, 1810)",NA,Striped Hairy-nosed Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Miniopterus_fuliginosus,CHIROPTERA,VESPERTILIONIDAE,Miniopterus,fuliginosus,Terrestrial,wild,93,29,0,1,136514,"(Hodgson, 1835)",NA,Eastern Bent-winged Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Miniopterus_inflatus,CHIROPTERA,VESPERTILIONIDAE,Miniopterus,inflatus,Terrestrial,wild,29,11,0,0,13565,"Thomas, 1903",Miniopterus africanus,Greater Long-fingered Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Miniopterus_schreibersii,CHIROPTERA,VESPERTILIONIDAE,Miniopterus,schreibersii,Terrestrial,wild,279,47,0,1,13561,"(Kuhl, 1817)",NA,"Common Bentwing Bat, Schreiber's Bent-winged Bat, Schreiber's Long-fingered Bat",Minioptère de Schreibers,Murci_lago de Cueva,NT,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Miopithecus_talapoin,PRIMATES,CERCOPITHECIDAE,Miopithecus,talapoin,Terrestrial,wild,86,7,0,0,13572,"(von Schreber, 1774)",Miopithecus talapoin subspecies ansorgei|Miopithecus talapoin subspecies vleeschouwersi,"Southern Talapoin Monkey, Talapoin",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Mirounga_leonina,CARNIVORA,PHOCIDAE,Mirounga,leonina,Marine,wild,741,51,0,0,13583,"(Linnaeus, 1758)",NA,"South Atlantic Elephant-seal, Southern Elephant-seal, Southern Elephant Seal","El_phant De Mer Du Sud, El_phant De Mer M_ridional",Elefante Marino Del Sur,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Molossops_neglectus,CHIROPTERA,MOLOSSIDAE,Molossops,neglectus,Terrestrial,wild,13,1,0,0,13641,"Williams & Genoways, 1980",NA,Rufous Dog-faced Bat,NA,NA,DD,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Molossus_molossus,CHIROPTERA,MOLOSSIDAE,Molossus,molossus,Terrestrial,wild,185,46,0,1,13648,"(Pallas, 1766)",NA,Pallas's Mastiff Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Molossus_rufus,CHIROPTERA,MOLOSSIDAE,Molossus,rufus,Terrestrial,wild,31,12,0,1,13644,"_. Geoffroy, 1805",Molossus ater,Black Mastiff Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Mormoops_megalophylla,CHIROPTERA,MORMOOPIDAE,Mormoops,megalophylla,Terrestrial,wild,63,15,0,0,13878,"(Peters, 1864)",NA,"Ghost-faced Bat, Peters's Ghost-faced Bat",NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Mungos_mungo,CARNIVORA,HERPESTIDAE,Mungos,mungo,Terrestrial,wild,105,10,0,0,41621,"(Gmelin, 1788)",NA,Banded Mongoose,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Muntiacus_muntjak,CETARTIODACTYLA,CERVIDAE,Muntiacus,muntjak,Terrestrial,wild,306,42,1,1,42190,"(Zimmermann, 1780)",Cervus moschatus  |Cervus muntjak  |Cervus pleiharicus  |Muntiacus bancanus  |Muntiacus rubidus,"Barking Deer, Bornean Red Muntjac, Indian Muntjac, Red Muntjac, Southern Red Muntjac, Sundaland Red Muntjac",NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Murina_aurata,CHIROPTERA,VESPERTILIONIDAE,Murina,aurata,Terrestrial,wild,25,3,0,0,13937,"Milne-Edwards, 1872",Murina aurita,"Little Tube-nosed Bat, Tibetan Tube-nosed Bat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Murina_leucogaster,CHIROPTERA,VESPERTILIONIDAE,Murina,leucogaster,Terrestrial,wild,60,8,1,0,13943,"Milne-Edwards, 1872",Murina leucogastra  |Murina rubex,"Greater Tube-nosed Bat, Rufous Tube-nosed Bat",NA,NA,DD,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Mus_booduga,RODENTIA,MURIDAE,Mus,booduga,Terrestrial,wild,164,12,0,1,13953,"(Gray, 1837)",NA,"Common Indian Field Mouse, Little Indian Field Mouse",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Mus_cervicolor,RODENTIA,MURIDAE,Mus,cervicolor,Terrestrial,wild,53,6,0,1,13957,"Hodgson, 1845",NA,Fawn-colored Mouse,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Mus_musculus,RODENTIA,MURIDAE,Mus,musculus,Terrestrial,domestic,6886,3196,0,1,13972,"Linnaeus, 1758",Mus abbotti  |Mus abbotti  |Mus abbotti  |Mus domesticus  |Mus domesticus  |Mus domesticus,House Mouse,Souris domestique,Rat_n Casero,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Mus_setulosus,RODENTIA,MURIDAE,Mus,setulosus,Terrestrial,wild,14,1,0,0,13980,"Peters, 1876",NA,Peter's Mouse,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Mus_spicilegus,RODENTIA,MURIDAE,Mus,spicilegus,Terrestrial,wild,192,13,0,0,13984,"Pet_nyi, 1882",NA,"Mound-building Mouse, Steppe Mouse",Souris Des Steppes,Rat_n De Las Estepas,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Mus_spretus,RODENTIA,MURIDAE,Mus,spretus,Terrestrial,wild,280,37,0,1,13985,"Lataste, 1883",NA,"Algerian Mouse, Western Mediterranean Mouse, WESTERN MEDITERRANEAN MOUSE","Souris D'Afrique Du Nord, SOURIS D'AFRIQUE DU NORD","Rat_n Moruno, RATÓN MORUNO",LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Mustela_lutreola,CARNIVORA,MUSTELIDAE,Mustela,lutreola,Terrestrial,wild,500,87,1,0,14018,"(Linnaeus, 1761)",NA,European Mink,Vison d'Europe,Vis_n Europeo,CR,A3ce,3.1,2011,decreasing,,,,,,,,,,,,,,
Mustela_nigripes,CARNIVORA,MUSTELIDAE,Mustela,nigripes,Terrestrial,wild,314,47,1,0,14020,"(Audubon & Bachman, 1851)",NA,Black-footed Ferret,Putois è Pieds Noirs,Tur_n Patinegro Americano,EN,D,3.1,2008,increasing,,,,,,,,,,,,,,
Myocastor_coypus,RODENTIA,MYOCASTORIDAE,Myocastor,coypus,Terrestrial,wild,894,166,0,1,14085,"(Molina, 1782)",NA,"Coypu, Nutria",NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Myodes_gapperi,RODENTIA,CRICETIDAE,Myodes,gapperi,Terrestrial,wild,44,8,0,0,42617,"(Vigors, 1830)",Clethrionomys gapperi subspecies solus,"Revillagigedo Island Red-backed Vole, Southern Red-backed Vole",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Myodes_glareolus,RODENTIA,CRICETIDAE,Myodes,glareolus,Terrestrial,wild,112,38,0,0,4973,"(Schreber, 1780)",Clethrionomys glareolus  |Clethrionomys glareolus  |Clethrionomys glareolus,Bank Vole,Campagnol Roussatre,Topillo Rojo,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Myodes_regulus,RODENTIA,CRICETIDAE,Myodes,regulus,Terrestrial,wild,13,8,0,1,7804,"(Thomas, 1907)",Eothenomys regulus,"Korean Red-backed Vole, Royal Vole, Southern Red-backed Vole",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Myodes_rufocanus,RODENTIA,CRICETIDAE,Myodes,rufocanus,Terrestrial,wild,34,6,0,0,4974,"(Sundevall, 1846)",Clethrionomys rufocanus  |Clethrionomys rufocanus  |Clethrionomys sikotanensis  |Clethrionomys sikotanensis,"Gray Red-backed Vole, Grey Red-backed Vole, GREY-SIDED VOLE","Campagnol De Sundevall, CAMPAGNOL DE SUNDEVALL","Topillo De Sundevall, TOPILLO DE SUNDEVALL",LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Myodes_rutilus,RODENTIA,CRICETIDAE,Myodes,rutilus,Terrestrial,wild,36,9,0,0,4975,"(Pallas, 1779)",Clethrionomys rutilus  |Clethrionomys rutilus,"Northern Red-backed Vole, RED VOLE","Campagnol Bor_al, CAMPAGNOL BOR_AL","Topillo çrtico, TOPILLO çRTICO",LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Myonycteris_torquata,CHIROPTERA,PTEROPODIDAE,Myonycteris,torquata,Terrestrial,wild,24,6,0,1,14099,"(Dobson, 1878)",NA,Little Collared Fruit Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Myotis_albescens,CHIROPTERA,VESPERTILIONIDAE,Myotis,albescens,Terrestrial,wild,34,12,0,1,14140,"(_. Geoffroy, 1806)",NA,Silver-tipped Myotis,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Myotis_austroriparius,CHIROPTERA,VESPERTILIONIDAE,Myotis,austroriparius,Terrestrial,wild,77,9,0,1,14147,"(Rhoads, 1897)",NA,Southeastern Myotis,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Myotis_blythii,CHIROPTERA,VESPERTILIONIDAE,Myotis,blythii,Terrestrial,wild,126,17,1,1,14124,"(Tomes, 1857)",Myotis oxygnathus  |Myotis oxygnathus  |Myotis oxygnathus,"Lesser Mouse-eared Bat, Lesser Mouse-eared Myotis, LESSER MOUSE-EARED MYOTIS","Petit Murin, PETIT MURIN","Murci_lago Ratonero Mediano, MURCI_LAGO RATONERO MEDIANO",LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Myotis_californicus,CHIROPTERA,VESPERTILIONIDAE,Myotis,californicus,Terrestrial,wild,94,11,0,1,14150,"(Audubon & Bachman, 1842)",NA,"California Myotis, Californian Myotis",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Myotis_chiloensis,CHIROPTERA,VESPERTILIONIDAE,Myotis,chiloensis,Terrestrial,wild,24,5,0,0,14151,"(Waterhouse, 1840)",NA,Chilean Myotis,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Myotis_dasycneme,CHIROPTERA,VESPERTILIONIDAE,Myotis,dasycneme,Terrestrial,wild,218,32,1,1,14127,"(Boie, 1825)",NA,"Pond Bat, Pond Myotis",Murin Des Marais,Murci_lago Ratonero Lagunero,NT,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Myotis_daubentonii,CHIROPTERA,VESPERTILIONIDAE,Myotis,daubentonii,Terrestrial,wild,395,33,0,1,14128,"(Kuhl, 1817)",NA,"Daubenton's Bat, Daubenton's Myotis",Murin De Daubenton,Murci_lago Ratonero Ribere_o,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
